estado;total_moradores;tipo_local;num_comodos;problemas_recentes;saude;peso;altura
Paraná;1;Rural;2;Não;Muito boa;113.0;175
Ceará;4;Urbano;6;Não;#N/D;;
Mato Grosso do Sul;5;Urbano;5;Não;#N/D;;
Rondônia;4;Urbano;5;Não;#N/D;;
Ceará;4;Urbano;4;Não;#N/D;;
Espírito Santo;3;Urbano;6;Não;#N/D;;
Rio Grande do Norte;3;Urbano;7;Não;#N/D;;
Rio Grande do Norte;3;Urbano;4;Sim;Ruim;052.0;
Goiás;2;Urbano;7;Não;#N/D;;
Maranhão;5;Rural;5;Não;#N/D;;
Rio Grande do Sul;2;Urbano;4;Sim;Ruim;091.0;165
Maranhão;3;Rural;8;Sim;#N/D;;
Rio de Janeiro;8;Urbano;4;Não;#N/D;;
Alagoas;4;Rural;7;Não;#N/D;;
Pará;4;Rural;4;Não;Regular;054.0;162
Maranhão;3;Urbano;5;Não;#N/D;;
Alagoas;;Urbano;;;#N/D;;
Santa Catarina;2;Urbano;17;Sim;#N/D;;
Sergipe;7;Urbano;6;Não;#N/D;;
Espírito Santo;1;Rural;6;Não;Regular;070.0;164
Rio de Janeiro;3;Rural;6;Sim;#N/D;;
Acre;3;Urbano;6;Não;Boa;086.0;168
Maranhão;8;Rural;5;Não;#N/D;;
Rondônia;10;Urbano;8;Não;#N/D;;
São Paulo;5;Urbano;2;Não;#N/D;;
Santa Catarina;3;Urbano;6;Não;#N/D;;
Pernambuco;6;Rural;3;Não;Boa;062.0;167
Roraima;5;Rural;4;Não;#N/D;;
Sergipe;2;Rural;5;Não;#N/D;;
Rio de Janeiro;2;Urbano;5;Não;Boa;087.0;174
Espírito Santo;2;Urbano;9;Não;Boa;061.5;167
Espírito Santo;2;Rural;8;Sim;Regular;082.0;170
Rio de Janeiro;4;Urbano;7;Não;#N/D;;
Mato Grosso;4;Urbano;5;Não;#N/D;;
Mato Grosso;4;Urbano;6;Não;Muito boa;089.0;169
Santa Catarina;2;Urbano;6;Não;Regular;070.0;160
Santa Catarina;;Urbano;;;#N/D;;
Alagoas;6;Rural;6;Não;#N/D;;
Rio de Janeiro;1;Urbano;4;Não;Boa;120.0;178
Paraíba;3;Rural;5;Não;#N/D;;
Acre;4;Urbano;8;Não;Boa;080.0;163
Roraima;5;Rural;7;Não;#N/D;;
Alagoas;2;Rural;5;Não;Muito boa;085.0;164
Rio de Janeiro;4;Urbano;6;Não;Ruim;089.0;178
Pará;6;Urbano;4;Não;Boa;058.0;159
Ceará;1;Urbano;5;Não;Regular;065.0;156
Roraima;4;Urbano;6;Não;#N/D;;
Rio Grande do Norte;2;Urbano;4;Não;Ruim;052.0;
Minas Gerais;;Rural;;;#N/D;;
Alagoas;4;Rural;6;Não;#N/D;;
Rio Grande do Sul;1;Urbano;5;Sim;Regular;044.0;159
Mato Grosso do Sul;3;Urbano;5;Não;#N/D;;
Minas Gerais;1;Urbano;4;Não;Boa;078.0;175
Goiás;2;Urbano;7;Sim;Ruim;092.0;178
Acre;4;Urbano;7;Não;#N/D;;
Pará;4;Rural;6;Não;Boa;068.0;171
Pernambuco;3;Urbano;5;Sim;Boa;052.0;150
Amazonas;5;Urbano;2;Não;#N/D;;
Piauí;2;Urbano;7;Não;#N/D;;
Rio Grande do Norte;1;Urbano;4;Não;Regular;;
Rio Grande do Norte;5;Urbano;7;Não;#N/D;;
Espírito Santo;2;Urbano;5;Não;#N/D;;
Bahia;4;Rural;5;Não;#N/D;;
Amazonas;6;Urbano;5;Não;#N/D;;
Bahia;4;Rural;7;Não;#N/D;;
Santa Catarina;7;Urbano;13;Não;#N/D;;
Rondônia;3;Urbano;4;Não;#N/D;;
Paraná;3;Rural;6;Não;#N/D;;
Sergipe;4;Urbano;12;Não;#N/D;;
Paraná;5;Urbano;7;Não;Boa;047.0;155
Santa Catarina;3;Urbano;5;Não;#N/D;;
Bahia;4;Urbano;7;Não;#N/D;;
Maranhão;5;Urbano;5;Não;#N/D;;
Espírito Santo;2;Rural;8;Não;#N/D;;
Ceará;3;Urbano;7;Não;#N/D;;
Rondônia;5;Urbano;5;Não;#N/D;;
Goiás;4;Urbano;5;Não;#N/D;;
Mato Grosso;2;Urbano;5;Não;Boa;071.0;165
Pernambuco;3;Urbano;6;Não;#N/D;;
Rio de Janeiro;2;Urbano;5;Não;#N/D;;
Paraíba;2;Urbano;11;Não;#N/D;;
Rio Grande do Norte;8;Rural;7;Não;#N/D;;
Rio Grande do Norte;2;Urbano;15;Não;#N/D;;
Bahia;5;Rural;5;Não;#N/D;;
Pernambuco;5;Urbano;5;Não;#N/D;;
Pará;5;Rural;5;Não;#N/D;;
Pará;4;Rural;6;Sim;#N/D;;
São Paulo;3;Urbano;5;Não;#N/D;;
Paraná;4;Urbano;9;Não;Boa;054.0;174
Roraima;4;Urbano;5;Não;Boa;;165
Pará;4;Rural;4;Não;#N/D;;
Pará;5;Rural;5;Não;#N/D;;
Ceará;4;Urbano;9;Não;#N/D;;
São Paulo;4;Urbano;7;Não;#N/D;;
Mato Grosso do Sul;3;Rural;6;Não;Regular;;
Alagoas;3;Rural;6;Não;#N/D;;
Goiás;2;Rural;8;Não;#N/D;;
Ceará;3;Urbano;7;Não;#N/D;;
Pará;4;Urbano;8;Não;#N/D;;
Pará;3;Urbano;8;Não;#N/D;;
Espírito Santo;5;Urbano;6;Não;Regular;;
Maranhão;6;Rural;5;Não;#N/D;;
Acre;6;Rural;6;Não;#N/D;;
Ceará;5;Urbano;7;Não;#N/D;;
Amazonas;2;Urbano;3;Não;Boa;057.0;156
Distrito Federal;4;Urbano;4;Não;#N/D;;
Tocantins;2;Rural;3;Não;#N/D;;
São Paulo;4;Urbano;7;Não;Boa;082.0;169
São Paulo;4;Rural;6;Não;#N/D;;
São Paulo;4;Rural;4;Não;#N/D;;
Maranhão;4;Urbano;5;Não;#N/D;;
Ceará;3;Urbano;8;Não;Boa;058.0;163
Piauí;2;Urbano;9;Não;#N/D;;
Ceará;6;Rural;5;Sim;#N/D;;
Pernambuco;4;Urbano;5;Não;Muito boa;070.0;170
Bahia;6;Urbano;3;Não;Boa;079.0;150
Rio Grande do Norte;2;Urbano;6;Não;#N/D;;
Minas Gerais;3;Rural;6;Não;#N/D;;
Rio de Janeiro;2;Urbano;5;Não;#N/D;;
Minas Gerais;3;Urbano;7;Não;#N/D;;
Santa Catarina;3;Rural;5;Não;#N/D;;
Rondônia;4;Urbano;14;Não;#N/D;;
Bahia;2;Rural;4;Não;Regular;070.0;170
Pará;8;Rural;8;Não;#N/D;;
Mato Grosso;4;Urbano;8;Não;#N/D;;
Rio Grande do Norte;2;Urbano;5;Não;#N/D;;
Pernambuco;4;Urbano;8;Não;#N/D;;
Paraná;2;Urbano;6;Não;Boa;092.0;178
Pará;4;Urbano;7;Não;Boa;065.0;180
Goiás;;Urbano;;;#N/D;;
Bahia;3;Urbano;7;Sim;Ruim;063.0;168
Roraima;3;Urbano;5;Não;Boa;063.0;172
Santa Catarina;3;Urbano;5;Não;Boa;067.0;173
Paraná;3;Urbano;4;Não;#N/D;;
Amazonas;3;Urbano;5;Não;#N/D;;
Ceará;6;Rural;6;Não;#N/D;;
Bahia;4;Urbano;6;Não;Muito boa;081.0;178
Pará;5;Urbano;4;Não;#N/D;;
Mato Grosso do Sul;6;Rural;5;Não;Boa;070.0;159
Ceará;3;Urbano;3;Não;#N/D;;
Amazonas;4;Rural;4;Sim;#N/D;;
Paraíba;3;Urbano;5;Sim;Muito ruim;097.0;155
Rio Grande do Sul;4;Urbano;9;Não;#N/D;;
Rio Grande do Norte;3;Urbano;5;Sim;#N/D;;
Piauí;3;Rural;5;Não;#N/D;;
Pernambuco;;Urbano;;;#N/D;;
Pará;;Urbano;;;#N/D;;
Amazonas;5;Urbano;5;Não;#N/D;;
Rondônia;4;Urbano;6;Não;#N/D;;
Minas Gerais;3;Rural;5;Sim;#N/D;;
Maranhão;3;Urbano;5;Não;#N/D;;
Mato Grosso do Sul;3;Urbano;5;Não;Regular;090.0;180
São Paulo;4;Rural;4;Não;#N/D;;
Santa Catarina;4;Urbano;5;Não;#N/D;;
Rondônia;2;Urbano;5;Não;#N/D;;
Rio Grande do Sul;4;Urbano;7;Não;#N/D;;
Rio de Janeiro;8;Urbano;6;Não;#N/D;;
Alagoas;2;Urbano;14;Não;Boa;110.0;170
Santa Catarina;;Urbano;;;#N/D;;
Rio Grande do Sul;2;Rural;6;Não;Regular;085.0;171
Roraima;3;Urbano;4;Sim;Regular;064.0;159
Rio Grande do Norte;5;Urbano;5;Não;#N/D;;
Piauí;6;Urbano;5;Não;#N/D;;
Mato Grosso;3;Urbano;7;Não;#N/D;;
Espírito Santo;6;Urbano;5;Não;#N/D;;
Piauí;3;Urbano;6;Não;#N/D;;
Rondônia;4;Urbano;6;Não;Boa;065.0;166
Rio de Janeiro;1;Urbano;4;Não;Regular;;
Ceará;3;Urbano;3;Não;#N/D;;
Mato Grosso do Sul;;Urbano;;;#N/D;;
Rio Grande do Sul;2;Urbano;7;Não;#N/D;;
Acre;5;Rural;4;Não;#N/D;;
Santa Catarina;2;Urbano;4;Não;Boa;063.0;160
Maranhão;;Rural;;;#N/D;;
Maranhão;6;Urbano;7;Não;#N/D;;
Amapá;3;Rural;6;Não;#N/D;;
Pernambuco;3;Urbano;8;Não;#N/D;;
Roraima;5;Urbano;7;Não;Muito boa;062.0;170
Alagoas;6;Rural;7;Não;#N/D;;
Distrito Federal;6;Urbano;9;Não;#N/D;;
Alagoas;4;Urbano;7;Não;#N/D;;
Pará;4;Rural;5;Não;#N/D;;
Tocantins;2;Urbano;5;Não;Boa;060.0;170
Pernambuco;5;Urbano;7;Não;#N/D;;
Ceará;4;Urbano;8;Não;#N/D;;
Ceará;2;Urbano;9;Não;#N/D;;
Maranhão;2;Rural;4;Não;Boa;063.0;173
Pernambuco;3;Urbano;3;Não;#N/D;;
Rio Grande do Norte;4;Urbano;5;Não;#N/D;;
Rio de Janeiro;4;Urbano;4;Não;Boa;078.0;173
Mato Grosso;4;Urbano;6;Não;#N/D;;
Tocantins;5;Urbano;5;Não;#N/D;;
Bahia;1;Urbano;5;Não;Muito boa;072.0;170
Pará;3;Rural;4;Não;#N/D;;
Paraná;3;Urbano;6;Não;Boa;090.0;170
Amazonas;2;Urbano;7;Não;#N/D;;
Pará;3;Urbano;4;Não;#N/D;;
São Paulo;3;Urbano;5;Não;#N/D;;
Amazonas;2;Urbano;7;Não;#N/D;;
Alagoas;4;Urbano;5;Não;#N/D;;
Amapá;2;Urbano;3;Não;Regular;081.0;
Amazonas;6;Urbano;7;Não;#N/D;;
Minas Gerais;4;Urbano;20;Não;Muito boa;055.0;165
Rio de Janeiro;4;Urbano;5;Não;#N/D;;
Pará;4;Urbano;4;Não;Boa;065.0;165
Piauí;4;Urbano;9;Não;Boa;057.0;164
Piauí;2;Urbano;14;Não;#N/D;;
Paraíba;;Rural;;;#N/D;;
Sergipe;4;Urbano;15;Não;#N/D;;
Tocantins;3;Urbano;5;Não;#N/D;;
Minas Gerais;4;Urbano;7;Não;Muito boa;096.0;182
Bahia;5;Rural;5;Não;#N/D;;
Espírito Santo;6;Urbano;6;Não;Muito boa;051.0;167
Ceará;4;Urbano;5;Sim;#N/D;;
Mato Grosso do Sul;5;Urbano;4;Não;#N/D;;
Paraná;4;Urbano;5;Não;Boa;070.0;170
Ceará;2;Rural;5;Não;#N/D;;
Amazonas;3;Rural;6;Não;#N/D;;
São Paulo;3;Urbano;5;Sim;#N/D;;
Acre;3;Urbano;3;Não;#N/D;;
Pará;2;Urbano;5;Não;Boa;076.0;164
Rondônia;5;Urbano;5;Não;#N/D;;
Pernambuco;2;Urbano;6;Não;Boa;062.0;168
Espírito Santo;;Urbano;;;#N/D;;
Rio Grande do Sul;2;Urbano;4;Sim;Ruim;065.0;157
Maranhão;7;Rural;4;Não;#N/D;;
Minas Gerais;4;Urbano;6;Não;#N/D;;
Paraná;2;Rural;7;Não;Regular;070.0;160
Rio Grande do Sul;7;Rural;12;Não;#N/D;;
Rio Grande do Sul;5;Urbano;5;Não;#N/D;;
Maranhão;4;Urbano;6;Não;Regular;082.0;162
Rio Grande do Norte;5;Urbano;5;Não;#N/D;;
Pernambuco;;Urbano;;;#N/D;;
Alagoas;7;Rural;6;Não;#N/D;;
Amazonas;9;Rural;2;Não;#N/D;;
Paraná;6;Urbano;11;Não;#N/D;;
Espírito Santo;3;Urbano;6;Não;Muito boa;095.0;175
Alagoas;3;Rural;7;Sim;Ruim;;
Tocantins;4;Urbano;12;Não;#N/D;;
Santa Catarina;5;Urbano;5;Não;#N/D;;
Pará;4;Urbano;5;Não;#N/D;;
São Paulo;2;Urbano;5;Não;#N/D;;
São Paulo;3;Urbano;5;Não;#N/D;;
Rondônia;1;Urbano;3;Não;Boa;;
Bahia;4;Urbano;9;Não;#N/D;;
Pará;3;Urbano;5;Não;Regular;058.0;
São Paulo;1;Urbano;3;Não;Muito boa;080.0;176
Paraná;3;Urbano;3;Não;#N/D;;
Pernambuco;1;Urbano;7;Não;Boa;067.0;165
Santa Catarina;4;Urbano;11;Não;#N/D;;
Amazonas;2;Urbano;5;Não;Regular;064.0;
Santa Catarina;4;Urbano;6;Sim;#N/D;;
Rio Grande do Sul;6;Urbano;10;Não;Boa;086.0;173
Minas Gerais;6;Rural;7;Não;Boa;076.0;174
Rio de Janeiro;2;Urbano;4;Não;#N/D;;
Espírito Santo;;Urbano;;;#N/D;;
Ceará;3;Urbano;5;Não;#N/D;;
Amapá;4;Urbano;3;Não;#N/D;;
Maranhão;4;Urbano;3;Não;#N/D;;
Sergipe;6;Rural;6;Não;#N/D;;
Amazonas;7;Urbano;3;Não;#N/D;;
Minas Gerais;2;Urbano;8;Não;Regular;073.0;164
Goiás;3;Urbano;8;Não;#N/D;;
Paraná;4;Urbano;6;Não;#N/D;;
Maranhão;5;Rural;6;Não;Regular;061.0;
Paraná;2;Urbano;6;Não;#N/D;;
Mato Grosso;4;Urbano;6;Não;#N/D;;
Acre;4;Urbano;6;Não;#N/D;;
Bahia;3;Urbano;5;Não;#N/D;;
Amazonas;7;Rural;5;Não;#N/D;;
São Paulo;3;Rural;5;Não;#N/D;;
Maranhão;2;Urbano;6;Não;#N/D;;
Paraíba;5;Rural;6;Não;#N/D;;
Ceará;4;Urbano;5;Não;#N/D;;
Piauí;4;Urbano;8;Não;#N/D;;
Roraima;4;Urbano;5;Não;#N/D;;
Pará;5;Urbano;5;Não;#N/D;;
Rio de Janeiro;3;Rural;5;Sim;#N/D;;
Roraima;2;Rural;8;Não;Regular;060.0;163
Pará;5;Urbano;7;Não;Regular;080.0;160
Mato Grosso do Sul;;Urbano;;;#N/D;;
Alagoas;3;Urbano;7;Não;#N/D;;
Acre;4;Urbano;7;Não;#N/D;;
Maranhão;4;Rural;6;Não;#N/D;;
Alagoas;3;Urbano;5;Não;#N/D;;
Maranhão;6;Urbano;6;Não;#N/D;;
Paraíba;3;Urbano;7;Não;#N/D;;
Distrito Federal;4;Urbano;8;Não;#N/D;;
Espírito Santo;;Urbano;;;#N/D;;
Paraná;6;Rural;5;Não;#N/D;;
Amazonas;1;Rural;3;Não;Regular;060.0;
Minas Gerais;4;Urbano;12;Não;#N/D;;
Paraná;4;Urbano;6;Não;Boa;073.0;170
Ceará;3;Urbano;4;Não;#N/D;;
Paraná;4;Urbano;5;Sim;#N/D;;
Piauí;3;Urbano;4;Sim;#N/D;;
Ceará;5;Urbano;5;Não;Muito boa;060.0;176
Rio Grande do Norte;3;Urbano;12;Não;#N/D;;
Distrito Federal;3;Urbano;4;Não;#N/D;;
Rio Grande do Norte;3;Urbano;12;Não;Boa;056.0;156
Santa Catarina;7;Urbano;5;Não;#N/D;;
Pará;5;Urbano;6;Não;#N/D;;
Pará;5;Urbano;6;Não;#N/D;;
Alagoas;1;Urbano;5;Não;Muito boa;065.0;148
Piauí;3;Urbano;4;Não;#N/D;;
Espírito Santo;2;Urbano;6;Não;Boa;;
Mato Grosso;4;Urbano;5;Não;Boa;067.0;150
Espírito Santo;3;Urbano;8;Não;#N/D;;
Acre;3;Rural;5;Não;Regular;063.0;
Maranhão;3;Urbano;5;Não;Regular;060.0;
Amapá;5;Urbano;6;Não;#N/D;;
Tocantins;3;Rural;4;Não;Boa;078.0;
Maranhão;4;Urbano;4;Não;#N/D;;
Pará;5;Urbano;4;Não;Boa;060.0;170
Mato Grosso do Sul;2;Rural;6;Não;#N/D;;
Maranhão;4;Urbano;3;Não;#N/D;;
Rio de Janeiro;3;Urbano;4;Não;Regular;054.0;153
Amapá;;Urbano;;;#N/D;;
Paraná;2;Urbano;5;Sim;Regular;054.0;170
Acre;5;Urbano;4;Não;#N/D;;
Ceará;1;Rural;6;Não;Boa;087.0;160
Bahia;4;Urbano;7;Não;Boa;123.0;180
Amapá;3;Rural;5;Não;Regular;076.0;164
Amazonas;5;Urbano;7;Não;#N/D;;
Pará;2;Urbano;4;Sim;#N/D;;
Alagoas;5;Urbano;6;Não;Regular;068.0;170
Pará;;Urbano;;;#N/D;;
São Paulo;3;Urbano;3;Não;#N/D;;
Minas Gerais;3;Urbano;8;Não;#N/D;;
Sergipe;3;Urbano;6;Sim;#N/D;;
Rio de Janeiro;4;Urbano;5;Não;Muito boa;079.0;170
Acre;4;Urbano;6;Não;#N/D;;
Amazonas;3;Urbano;6;Não;#N/D;;
Amazonas;4;Urbano;2;Não;Boa;064.0;165
Paraná;3;Urbano;6;Não;Boa;063.0;167
Ceará;5;Urbano;7;Não;Boa;065.0;169
Paraná;2;Urbano;7;Não;Boa;053.0;159
São Paulo;3;Urbano;7;Não;#N/D;;
Alagoas;2;Urbano;5;Não;Ruim;085.0;160
Santa Catarina;4;Urbano;7;Não;#N/D;;
Amazonas;3;Urbano;3;Não;#N/D;;
Alagoas;6;Rural;6;Não;#N/D;;
Tocantins;4;Urbano;4;Não;#N/D;;
Rio Grande do Norte;2;Urbano;5;Não;Boa;065.0;164
Amazonas;4;Rural;3;Não;Boa;079.0;162
Rio Grande do Sul;3;Urbano;6;Não;#N/D;;
Minas Gerais;4;Urbano;7;Não;Muito boa;079.0;160
Mato Grosso do Sul;1;Urbano;4;Não;Boa;090.0;178
Pará;2;Urbano;5;Não;#N/D;;
Ceará;4;Urbano;8;Não;#N/D;;
Tocantins;4;Urbano;11;Não;#N/D;;
Paraná;2;Urbano;4;Não;#N/D;;
Goiás;3;Rural;6;Não;Boa;;
Mato Grosso do Sul;2;Urbano;5;Não;#N/D;;
Bahia;4;Urbano;6;Não;#N/D;;
Amazonas;4;Rural;3;Não;#N/D;;
Pernambuco;3;Urbano;4;Não;Regular;110.0;162
Goiás;3;Urbano;5;Não;#N/D;;
Goiás;2;Urbano;9;Não;Boa;074.0;156
Maranhão;5;Urbano;5;Não;#N/D;;
Rio de Janeiro;3;Urbano;4;Não;Boa;108.0;180
Espírito Santo;3;Urbano;12;Não;#N/D;;
Paraná;2;Urbano;7;Não;Boa;098.0;182
Ceará;3;Urbano;3;Não;#N/D;;
Rondônia;5;Urbano;6;Não;#N/D;;
Mato Grosso do Sul;5;Urbano;5;Não;#N/D;;
Tocantins;2;Rural;6;Não;Boa;067.0;180
Rio de Janeiro;3;Urbano;6;Não;#N/D;;
São Paulo;3;Urbano;6;Não;Regular;063.0;169
Pernambuco;3;Urbano;7;Não;#N/D;;
Santa Catarina;3;Urbano;9;Não;#N/D;;
Distrito Federal;5;Urbano;7;Não;#N/D;;
Rio Grande do Norte;3;Urbano;6;Não;#N/D;;
Roraima;8;Rural;4;Não;#N/D;;
Minas Gerais;4;Urbano;6;Não;#N/D;;
Minas Gerais;;Urbano;;;#N/D;;
Goiás;3;Urbano;7;Não;#N/D;;
São Paulo;7;Urbano;14;Não;#N/D;;
Minas Gerais;5;Urbano;8;Não;#N/D;;
Maranhão;3;Urbano;7;Não;#N/D;;
Mato Grosso;;Urbano;;;#N/D;;
Acre;3;Urbano;6;Não;Boa;086.0;171
Espírito Santo;2;Urbano;6;Não;#N/D;;
Espírito Santo;4;Urbano;12;Não;#N/D;;
Distrito Federal;2;Urbano;8;Não;Boa;067.0;170
Rio Grande do Norte;4;Urbano;9;Não;#N/D;;
Rio Grande do Sul;4;Urbano;6;Não;#N/D;;
Minas Gerais;1;Rural;6;Não;Regular;095.0;170
Roraima;3;Urbano;2;Não;#N/D;;
São Paulo;4;Urbano;9;Não;#N/D;;
São Paulo;1;Urbano;9;Não;Muito boa;059.0;158
Santa Catarina;1;Urbano;2;Não;Boa;063.0;169
Rio Grande do Sul;4;Urbano;5;Não;#N/D;;
Espírito Santo;3;Urbano;11;Sim;#N/D;;
Paraíba;;Urbano;;;#N/D;;
Mato Grosso do Sul;4;Urbano;5;Não;#N/D;;
Paraná;2;Urbano;8;Não;Muito boa;074.0;164
Rio Grande do Sul;5;Rural;7;Não;Boa;067.0;179
Pará;4;Urbano;3;Sim;Regular;058.0;153
Pernambuco;3;Urbano;5;Não;#N/D;;
Paraná;3;Urbano;4;Não;#N/D;;
Rio Grande do Norte;2;Urbano;5;Sim;#N/D;;
Alagoas;2;Urbano;11;Não;#N/D;;
Maranhão;3;Rural;6;Não;#N/D;;
Rio Grande do Sul;3;Urbano;3;Não;#N/D;;
Maranhão;7;Rural;4;Sim;#N/D;;
Paraíba;3;Urbano;5;Não;#N/D;;
Piauí;3;Urbano;12;Não;#N/D;;
Piauí;;Rural;;;#N/D;;
Pernambuco;3;Urbano;6;Não;Regular;065.0;165
Ceará;3;Urbano;6;Não;#N/D;;
Rondônia;5;Urbano;10;Não;#N/D;;
Goiás;2;Urbano;5;Não;#N/D;;
Roraima;;Urbano;;;#N/D;;
Mato Grosso;3;Urbano;5;Não;#N/D;;
Goiás;7;Urbano;4;Não;#N/D;;
São Paulo;2;Urbano;5;Não;Regular;085.0;174
Paraíba;3;Urbano;7;Não;#N/D;;
Rio de Janeiro;5;Urbano;5;Não;Regular;067.0;162
Ceará;3;Rural;4;Não;#N/D;;
Rio de Janeiro;3;Urbano;5;Não;Boa;095.0;176
Paraíba;3;Rural;6;Sim;#N/D;;
Mato Grosso;5;Urbano;5;Não;#N/D;;
Rondônia;3;Rural;6;Não;Boa;068.0;173
Rio de Janeiro;1;Urbano;4;Não;Boa;103.0;175
Amazonas;4;Urbano;5;Não;#N/D;;
Bahia;4;Urbano;5;Sim;#N/D;;
São Paulo;4;Urbano;6;Não;Muito boa;110.0;185
Ceará;4;Rural;5;Não;#N/D;;
Pará;;Urbano;;;#N/D;;
Paraná;2;Urbano;11;Não;Regular;087.0;170
Distrito Federal;5;Urbano;8;Não;#N/D;;
Minas Gerais;2;Urbano;5;Não;#N/D;;
São Paulo;4;Urbano;6;Não;#N/D;;
Amazonas;11;Rural;5;Não;#N/D;;
Paraíba;2;Urbano;5;Não;#N/D;;
Paraíba;2;Urbano;8;Não;#N/D;;
Espírito Santo;5;Rural;8;Não;#N/D;;
Maranhão;6;Rural;4;Não;#N/D;;
Minas Gerais;2;Urbano;13;Não;#N/D;;
Rondônia;2;Urbano;5;Não;#N/D;;
Amapá;3;Urbano;5;Não;#N/D;;
Mato Grosso;7;Urbano;5;Sim;#N/D;;
Maranhão;5;Urbano;5;Não;#N/D;;
Acre;5;Urbano;6;Não;#N/D;;
Paraíba;5;Urbano;7;Não;#N/D;;
Rio Grande do Sul;4;Rural;5;Não;#N/D;;
Tocantins;2;Rural;6;Não;Regular;072.0;150
Pernambuco;2;Urbano;5;Não;#N/D;;
Minas Gerais;6;Urbano;9;Não;Boa;;
Sergipe;3;Urbano;5;Sim;Regular;060.0;
Rio Grande do Sul;4;Urbano;5;Não;#N/D;;
São Paulo;8;Urbano;9;Não;#N/D;;
São Paulo;4;Urbano;7;Não;Muito boa;060.0;165
Roraima;8;Urbano;5;Não;#N/D;;
Espírito Santo;4;Urbano;6;Não;Boa;065.0;172
Ceará;3;Urbano;6;Não;#N/D;;
Sergipe;3;Urbano;5;Não;Regular;048.0;
Maranhão;5;Urbano;5;Não;#N/D;;
Rio Grande do Sul;1;Urbano;9;Não;Boa;096.0;169
Bahia;2;Urbano;7;Não;Regular;055.0;160
Maranhão;5;Rural;7;Não;#N/D;;
Rio Grande do Sul;5;Urbano;4;Não;Boa;075.0;162
Rio Grande do Norte;3;Urbano;5;Não;#N/D;;
Distrito Federal;4;Urbano;5;Não;Boa;095.0;182
Pernambuco;4;Urbano;7;Não;Regular;;
Ceará;4;Rural;9;Não;#N/D;;
Amazonas;3;Urbano;8;Não;#N/D;;
Rio Grande do Norte;3;Urbano;4;Não;Regular;;167
Piauí;2;Urbano;6;Não;Boa;067.0;167
Amapá;6;Urbano;6;Não;Boa;083.0;175
Paraíba;7;Urbano;7;Não;#N/D;;
Minas Gerais;4;Urbano;8;Não;#N/D;;
Minas Gerais;3;Urbano;5;Não;#N/D;;
Amazonas;6;Urbano;5;Não;Boa;072.0;166
Amazonas;6;Rural;3;Sim;#N/D;;
Pernambuco;1;Urbano;4;Não;Boa;;
Ceará;3;Urbano;6;Sim;Regular;;
Maranhão;4;Rural;4;Não;#N/D;;
Goiás;4;Urbano;6;Sim;#N/D;;
Minas Gerais;3;Urbano;11;Não;#N/D;;
São Paulo;3;Rural;6;Não;Muito boa;070.0;167
Tocantins;4;Urbano;5;Não;#N/D;;
Rio Grande do Norte;6;Urbano;7;Não;#N/D;;
Mato Grosso;3;Urbano;6;Não;#N/D;;
Rondônia;4;Urbano;6;Não;#N/D;;
Pernambuco;1;Urbano;6;Não;Regular;062.0;163
Minas Gerais;3;Urbano;6;Não;Muito boa;100.0;168
Alagoas;7;Urbano;5;Não;#N/D;;
Espírito Santo;4;Rural;6;Não;#N/D;;
Goiás;3;Urbano;17;Não;Boa;082.0;163
Santa Catarina;1;Urbano;8;Não;Boa;056.0;170
Mato Grosso;6;Urbano;7;Não;#N/D;;
Mato Grosso;3;Urbano;8;Não;#N/D;;
Maranhão;2;Urbano;6;Não;Regular;092.0;165
Rondônia;5;Urbano;4;Não;#N/D;;
Alagoas;5;Urbano;6;Sim;#N/D;;
Maranhão;6;Urbano;5;Não;Ruim;070.0;165
Pará;3;Urbano;7;Não;#N/D;;
Mato Grosso;4;Urbano;5;Não;#N/D;;
Pernambuco;4;Urbano;5;Não;#N/D;;
Espírito Santo;3;Urbano;8;Sim;#N/D;;
Roraima;2;Urbano;3;Não;Boa;093.0;180
Ceará;4;Urbano;3;Não;#N/D;;
Alagoas;3;Urbano;6;Não;Boa;056.0;160
Pernambuco;3;Urbano;5;Não;#N/D;;
Rio de Janeiro;2;Urbano;9;Sim;#N/D;;
Bahia;7;Rural;3;Não;#N/D;;
Roraima;6;Rural;1;Não;#N/D;;
Rio de Janeiro;2;Urbano;5;Sim;#N/D;;
Mato Grosso;3;Urbano;5;Não;#N/D;;
Piauí;4;Urbano;5;Não;#N/D;;
Amapá;5;Urbano;7;Não;#N/D;;
Distrito Federal;6;Urbano;6;Não;#N/D;;
Paraíba;5;Urbano;6;Não;#N/D;;
Pará;3;Urbano;4;Não;#N/D;;
Rio de Janeiro;3;Urbano;5;Não;#N/D;;
Pará;2;Urbano;5;Não;#N/D;;
Alagoas;3;Urbano;7;Não;#N/D;;
Distrito Federal;3;Urbano;5;Não;#N/D;;
Rio Grande do Norte;4;Urbano;11;Não;Muito boa;076.0;181
Paraná;3;Urbano;7;Não;Regular;060.0;155
Goiás;5;Urbano;5;Sim;#N/D;;
Amazonas;6;Rural;4;Sim;#N/D;;
Rio de Janeiro;2;Urbano;9;Não;#N/D;;
Pará;2;Urbano;6;Não;#N/D;;
Minas Gerais;3;Rural;5;Não;Boa;072.0;180
Pernambuco;6;Urbano;5;Não;Boa;080.0;
Maranhão;4;Rural;5;Sim;#N/D;;
Paraná;;Rural;;;#N/D;;
